source_code,source_name,target_concept_id,rxnorm_id,target_name
V10XA53,tositumomab/iodine (131I) tositumomab,19054997,234449,iodine-131-tositumomab
A06AA01,liquid paraffin,908523,6972,Mineral Oil
D10AX04,aluminium oxide,19123348,615,Aluminum Oxide
P03AX05,dimeticone,916662,324072,dimethicone
A01AB09,miconazole,907879,6932,Miconazole
L04AA32,apremilast,44816294,1492727,apremilast
N06BX03,piracetam,19046654,8351,Piracetam
A16AB03,agalsidase alfa,19009965,299582,agalsidase alfa
L01XX17,topotecan,1378509,57308,Topotecan
A07AA02,nystatin,922570,7597,Nystatin
A02BA02,ranitidine,961047,9143,Ranitidine
C07AA17,bopindolol,19018640,19605,bopindolol
V03AN02,carbon dioxide,19046180,2034,Carbon Dioxide
H03BB02,thiamazole,1504620,6835,Methimazole
R06AA01,bromazine,1139216,19759,bromodiphenhydramine
M01AB14,proglumetacin,19029327,34769,proglumetacin
B05XX02,trometamol,19006047,10865,Tromethamine
G03DC03,lynestrenol,19092358,6529,Lynestrenol
C09CA03,valsartan,1308842,69749,valsartan
J01XX03,clofoctol,19047240,21264,clofoctol
G01AF05,econazole,940864,3743,Econazole
N02AB02,pethidine,1102527,6754,Meperidine
C08EA01,fendiline,19053866,4327,Fendiline
S01XA21,mercaptamine,910888,3022,Cysteamine
R03CB01,isoprenaline,1183554,6054,Isoproterenol
J05AX01,moroxydine,19010924,30227,moroxydine
G01AF08,tioconazole,942028,38298,tioconazole
D01AC07,tioconazole,942028,38298,tioconazole
N04BX02,entacapone,782211,60307,entacapone
V08DA05,sulfur hexafluoride,45892833,1599276,Sulfur Hexafluoride
J05AB02,idoxuridine,19078156,5653,Idoxuridine
B02BD10,von Willebrand factor,44785885,11274,von Willebrand factor
S01AA24,kanamycin,1784749,6099,Kanamycin
A07EC01,sulfasalazine,964339,9524,Sulfasalazine
S01GA05,phenylephrine,1135766,8163,Phenylephrine
D03BA01,trypsin,906149,10890,TRYPSIN
R05DB19,dropropizine,19054993,23419,dipropizine
H01AC06,tesamorelin,40231628,1044584,tesamorelin
B01AC23,cilostazol,1350310,21107,cilostazol
D05AX04,tacalcitol,19008361,291204,Tacalcitol
N05BX03,etifoxine,19059441,24441,etifoxine
N02BA08,morpholine salicylate,19056115,236348,MORPHOLINE SALICYLATE
C09XA02,aliskiren,1317967,325646,aliskiren
N05CD06,lormetazepam,19007977,28894,lormetazepam
D11AX10,finasteride,996416,25025,Finasteride
D07AC19,difluprednate,19089579,23043,difluprednate
N07XX06,tetrabenazine,836877,10390,Tetrabenazine
L01XX24,pegaspargase,1326481,34132,pegaspargase
C03CA04,torasemide,942350,38413,torsemide
D01AE12,salicylic acid,964407,9525,Salicylic Acid
B01AC15,aloxiprin,19018432,17393,aloxiprin
P01BC01,quinine,1760616,9071,Quinine
N05CA03,butobarbital,19039767,19874,butobarbital
B03AB06,ferric citrate,45776202,1594675,ferric citrate
L01DC04,ixabepilone,19025348,337523,ixabepilone
C03BA08,metolazone,907013,6916,Metolazone
S01GX01,cromoglicic acid,1152631,42612,Cromolyn
R06AA10,trimethobenzamide,942799,38685,trimethobenzamide
D07AD02,halcinonide,966468,5084,Halcinonide
N05CE01,glutethimide,19061124,4903,Glutethimide
J05AE05,amprenavir,1789428,228656,Amprenavir
J02AX01,flucytosine,1755112,4451,Flucytosine
C01DX11,trapidil,19009721,10735,Trapidil
G01AD03,ascorbic acid,19011773,1151,Ascorbic Acid
L01CA04,vinorelbine,1343346,39541,vinorelbine
M01AE07,suprofen,1036636,10255,Suprofen
R01AD05,budesonide,939259,19831,Budesonide
V08CB01,ferumoxsil,19024772,77754,ferumoxsil
J04AK02,ethambutol,1749301,4110,Ethambutol
N06DX01,memantine,701322,6719,Memantine
A12AA01,calcium phosphate,19037401,1919,calcium phosphate
B01AC26,vorapaxar,44818499,1537034,vorapaxar
M01CC01,penicillamine,19028050,7975,Penicillamine
A11CC02,dihydrotachysterol,19027015,3429,Dihydrotachysterol
V09CX03,sodium iothalamate (125I),19135935,91537,Iothalamate sodium I125
V08AB09,iodixanol,19003201,27729,iodixanol
M01AC01,piroxicam,1146810,8356,Piroxicam
L02AE01,buserelin,19033280,1825,Buserelin
C02AA06,methoserpidine,19055531,235829,METHOSERPIDINE
J01MB01,rosoxacin,19036545,35797,rosoxacin
N06AX03,mianserin,19007737,6929,Mianserin
S01XA10,inosine,44784845,1483575,Inosine
G03BA02,methyltestosterone,1506602,6904,Methyltestosterone
L01XD05,temoporfin,19011067,115243,temoporfin
N05CA16,hexobarbital,19068964,5302,Hexobarbital
G02AD04,carboprost,19049150,2051,Carboprost
R06AC05,methapyrilene,19004158,6822,Methapyrilene
J07AF01,diphtheria toxoid,529303,798304,"diphtheria toxoid vaccine, inactivated"
C01BB04,aprindine,19006969,1054,Aprindine
M03BB03,chlorzoxazone,795113,2410,Chlorzoxazone
M02AA19,flurbiprofen,1156378,4502,Flurbiprofen
C01BA05,ajmaline,19105879,423,Ajmaline
R03DX01,amlexanox,957623,46307,amlexanox
B03AA05,ferrous chloride,19061731,24940,ferrous chloride
A03FA04,bromopride,19018980,19768,bromopride
S01EE05,tafluprost,42709325,1244607,tafluprost
G03DB05,demegestone,19052689,22483,demegestone
S01ED02,betaxolol,1322081,1520,Betaxolol
G03GA05,follitropin alfa,1542948,386938,Follitropin Alfa
P03AA05,thiram,19006467,10517,Thiram
V03AB22,amyl nitrite,1319051,742,Amyl Nitrite
J01DC08,loracarbef,1708100,28981,loracarbef
J04BA01,clofazimine,1798476,2592,Clofazimine
D01AA01,nystatin,922570,7597,Nystatin
N03AD02,phensuximide,19023842,33309,phensuximide
J01CA12,piperacillin,1746114,8339,Piperacillin
A12CA02,sodium sulfate,939976,36721,sodium sulfate
D11AC06,povidone-iodine,1750087,8611,Povidone-Iodine
N05AN01,lithium,19124477,6448,Lithium
N06AF01,isocarboxazid,781705,6011,Isocarboxazid
G02CB01,bromocriptine,730548,1760,Bromocriptine
A07EC03,olsalazine,916282,32385,olsalazine
A14AA08,oxandrolone,1524769,7779,Oxandrolone
H01CC02,cetrorelix,1503983,68147,cetrorelix
D10AF04,meclocycline,19009022,29418,meclocycline
S03BA01,dexamethasone,1518254,3264,Dexamethasone
M02AX03,dimethyl sulfoxide,928980,3455,Dimethyl Sulfoxide
R06AE04,chlorcyclizine,990413,2354,chlorcyclizine
L01XA01,cisplatin,1397599,2555,Cisplatin
A07AA04,streptomycin,1836191,10109,Streptomycin
J02AC03,voriconazole,1714277,121243,voriconazole
A06AB03,dantron,19086560,22293,danthron
A09AB03,hydrochloric acid,974140,5486,Hydrochloric Acid
A11CC03,alfacalcidol,19014202,12062,Alfacalcidol
N05AL05,amisulpride,19057607,46303,Amisulpride
C09CA04,irbesartan,1347384,83818,irbesartan
J01FA03,midecamycin,19072122,30005,midecamycin
M01AB08,etodolac,1195492,24605,Etodolac
S01EB01,pilocarpine,945286,8328,Pilocarpine
N05AL04,remoxipride,19035226,35350,Remoxipride
J01CE02,phenoxymethylpenicillin,1729720,7984,Penicillin V
G01AF12,fenticonazole,19095729,24876,fenticonazole
G01AD02,acetic acid,929549,168,Acetic Acid
A14AA05,oxymetholone,1525741,7813,Oxymetholone
L03AX09,thymopentin,19102231,40230,Thymopentin
L01XE28,ceritinib,44818466,1535457,ceritinib
J05AE09,tipranavir,1736999,190548,tipranavir
N06DA01,tacrine,836654,10318,Tacrine
N01AX05,alfaxalone,45774409,1544577,alfaxalone
C01DX19,nesiritide,1338985,19666,Nesiritide
B02AA02,tranexamic acid,1303425,10691,Tranexamic Acid
C08EA02,bepridil,1319751,1436,Bepridil
L01XE23,dabrafenib,43532299,1424911,dabrafenib
S02AA01,chloramphenicol,990069,2348,Chloramphenicol
M03BX01,baclofen,715233,1292,Baclofen
B02BD02,coagulation factor VIII,1352213,4257,Factor VIII
P01BA01,chloroquine,1792515,2393,Chloroquine
C04AD03,pentoxifylline,1331247,8013,Pentoxifylline
N02AD02,phenazocine,19132884,8119,Phenazocine
D05AC01,dithranol,952538,873,Anthralin
J01DH04,doripenem,1713905,119771,doripenem
H02AB01,betamethasone,920458,1514,Betamethasone
G04CA01,alfuzosin,930021,17300,alfuzosin
G03CC04,estrone,1549254,4103,Estrone
C05AA12,triamcinolone,903963,10759,Triamcinolone
S03AA01,neomycin,915981,7299,Neomycin
D09AA13,iodoform,40172365,27748,iodoform
L01DC03,mitomycin,1389036,632,Mitomycin
B02BC08,calcium alginate,19058549,47610,CALCIUM ALGINATE
R06AX19,azelastine,934075,18603,azelastine
N02CC04,rizatriptan,1154077,88014,rizatriptan
A07AC01,miconazole,907879,6932,Miconazole
C09AA05,ramipril,1334456,35296,Ramipril
S02AA03,boric acid,929698,1700,boric acid
S01AB02,sulfafurazole,1836503,10207,Sulfisoxazole
L01BC05,gemcitabine,1314924,12574,gemcitabine
C01DX03,oxyfedrine,19129643,7805,Oxyfedrine
R03DX02,eprozinol,19058682,24274,eprozinol
C01BB02,mexiletine,1307542,6926,Mexiletine
L03AX11,tasonermin,19071159,283746,TASONERMIN
R01BA02,pseudoephedrine,1154332,8896,Pseudoephedrine
N05CM02,clomethiazole,19092283,2372,Chlormethiazole
B05XA10,magnesium phosphate,19071991,29164,magnesium phosphate
A02AC02,calcium silicate,42900373,1311526,calcium silicate
C10AX01,dextrothyroxine,19022003,3292,Dextrothyroxine
C02AC01,clonidine,1398937,2599,Clonidine
N04AA02,biperiden,724908,1589,Biperiden
L04AA23,natalizumab,735843,354770,natalizumab
N05AX13,paliperidone,703244,679314,paliperidone
M02AA03,clofezone,19018512,183877,clofezone
P01BA02,hydroxychloroquine,1777087,5521,Hydroxychloroquine
V04CK03,bentiromide,19035595,18896,bentiromide
A12BA05,potassium gluconate,19059547,89903,Potassium gluconate
H02AB03,fluocortolone,19055344,4463,Fluocortolone
G03AC05,megestrol,1300978,6703,Megestrol
S01AE03,ciprofloxacin,1797513,2551,Ciprofloxacin
M03BA03,methocarbamol,704943,6845,Methocarbamol
A07AA11,rifaximin,1735947,35619,rifaximin
D03AX12,trolamine,942691,38623,triethanolamine
V09GB01,fibrinogen (125I),19080438,314623,"FIBRINOGEN,I-125"
P01AB03,ornidazole,19024197,7701,Ornidazole
N05BA21,clotiazepam,19068821,2622,clotiazepam
G01AF02,clotrimazole,1000632,2623,Clotrimazole
A12CC04,magnesium citrate,967861,52356,magnesium citrate
A03AE01,alosetron,948555,85248,alosetron
R06AX01,bamipine,19034280,18753,bamipine
S01AE01,ofloxacin,923081,7623,Ofloxacin
S01ED01,timolol,902427,10600,Timolol
J06BB01,anti-D (rh) immunoglobulin,535714,35465,Rho(D) Immune Globulin
L01XE17,axitinib,42709322,1242999,axitinib
R03BC01,cromoglicic acid,1152631,42612,Cromolyn
B01AF01,rivaroxaban,40241331,1114195,rivaroxaban
B01AE07,dabigatran etexilate,40228152,1037042,dabigatran etexilate
V04CC01,sorbitol,970011,9945,Sorbitol
A04AD04,chlorobutanol,19092412,2378,Chlorobutanol
H01CA02,nafarelin,1507558,28656,Nafarelin
A03AA04,mebeverine,19008994,29410,mebeverine
D08AH01,dequalinium,19016063,3226,Dequalinium
N02BE03,phenacetin,19033710,8113,Phenacetin
R05DB13,butamirate,19039762,19862,butamirate
S01XA06,ethylmorphine,19050414,4166,Ethylmorphine
S01KX01,chymotrypsin,19096710,2530,CHYMOTRYPSIN
R02AA09,benzethonium,916802,1390,Benzethonium
A03AX04,pinaverium,19025198,33724,pinaverium
A11CC05,colecalciferol,19095164,2418,Cholecalciferol
M04AC01,colchicine,1101554,2683,Colchicine
A06AD11,lactulose,987245,6218,Lactulose
B01AE02,lepirudin,19092139,237057,lepirudin
R06AD07,mequitazine,19009145,29528,mequitazine
J01CA15,talampicillin,19002077,10322,Talampicillin
A07BC02,kaolin,984801,6102,Kaolin
B05XA13,hydrochloric acid,974140,5486,Hydrochloric Acid
D07XB03,fluprednidene,19056447,236650,FLUPREDNIDENE
R06AX22,ebastine,19092433,23796,ebastine
L03AB07,interferon beta-1a,722424,75917,Interferon beta-1a
N05BA12,alprazolam,781039,596,Alprazolam
G03XB02,ulipristal,40225722,1005921,ulipristal
C05BB03,invert sugar,19003107,27712,invert sugar
N01AX10,propofol,753626,8782,Propofol
D01AC15,fluconazole,1754994,4450,Fluconazole
N06BA05,pemoline,727835,7966,Pemoline
C09AA15,zofenopril,19102107,39990,zofenopril
J01CE01,benzylpenicillin,1728416,7980,Penicillin G
S01AA12,tobramycin,902722,10627,Tobramycin
G04CA04,silodosin,19012925,720825,silodosin
B05XA11,magnesium chloride,19092849,6579,Magnesium Chloride
L01AA01,cyclophosphamide,1310317,3002,Cyclophosphamide
R02AD04,dyclonine,992308,23744,dyclonine
B05XA07,calcium chloride,19036781,1901,Calcium Chloride
V03AZ01,ethanol,955372,448,Ethanol
N02CC05,almotriptan,1103552,279645,almotriptan
S01AE05,levofloxacin,1742253,82122,Levofloxacin
D08AJ03,cetylpyridinium,989301,2286,Cetylpyridinium
J04AK01,pyrazinamide,1759455,8987,Pyrazinamide
V03AB04,pralidoxime,1727468,34345,pralidoxime
H01AC04,sermorelin,19077457,56188,Sermorelin
D02BA02,octinoxate,915391,13369,Octinoxate
N02CC06,eletriptan,1189697,231049,eletriptan
P02CX01,pyrvinium,19031165,35163,pyrvinium
A03AX09,trepibutone,19110712,44532,trepibutone
J01FF01,clindamycin,997881,2582,Clindamycin
G03DC02,norethisterone,1521369,7514,Norethindrone
M03BX05,thiocolchicoside,19041813,38085,thiocolchicoside
R01AB03,tetryzoline,941577,37935,tetrahydrozoline
C09AA06,quinapril,1331235,35208,quinapril
L01BC01,cytarabine,1311078,3041,Cytarabine
S02AA12,rifamycin,19035924,35616,rifamycin SV
V04CM01,gonadorelin,19089810,6384,Gonadorelin
M05BA05,tiludronic acid,19011064,11476,tiludronic acid
N03AX14,levetiracetam,711584,114477,Levetiracetam
N02AX01,tilidine,19002431,10597,Tilidine
R05DB14,fedrilate,19091146,235961,FEDRILATE
N05CM01,methaqualone,19004160,6823,Methaqualone
L01BB04,cladribine,19054825,44157,Cladribine
M03BA04,styramate,19059202,89818,Styramate
J06BB03,varicella/zoster immunoglobulin,543291,39385,varicella-zoster immune globulin
P02CA06,fenbendazole,40167608,4325,Fenbendazole
G04BE02,papaverine,1326901,7895,Papaverine
L01BC06,capecitabine,1337620,194000,capecitabine
A03BB03,methylscopolamine,1158632,89785,Methscopolamine
P02CB02,diethylcarbamazine,19025698,3384,Diethylcarbamazine
H02AB09,hydrocortisone,975125,5492,Hydrocortisone
G01AC30,oxyquinoline,906874,110,Oxyquinoline
L01AG01,etoglucid,19104221,4132,Ethoglucid
D06AA04,tetracycline,1836948,10395,Tetracycline
J01MA02,ciprofloxacin,1797513,2551,Ciprofloxacin
V03AE01,polystyrene sulfonate,45775570,1546437,polystyrene sulfonate
R03BB06,glycopyrronium bromide,963353,4955,Glycopyrrolate
N06BX08,pirisudanol,19097999,35097,pyrisuccideanol
N02BA16,imidazole salicylate,19069104,27438,imidazole-2-hydroxybenzoate
S01BC11,bromfenac,1139179,19737,bromfenac
A06AB04,phenolphthalein,924309,155122,Phenolphthalein
N01BB10,levobupivacaine,19098741,259453,Levobupivacaine
C05CX01,tribenoside,19042575,38557,tribenoside
N05CD04,estazolam,748010,4077,Estazolam
C08EX02,perhexiline,19032359,8050,Perhexiline
A07DA02,opium,923829,7676,Opium
J01DC07,cefotiam,19051271,2188,Cefotiam
J05AE10,darunavir,1756831,460132,darunavir
D03AX10,enoxolone,42899194,1311506,Glycyrrhetinic acid
M01AX25,chondroitin sulfate,1395573,2473,Chondroitin Sulfates
V03AC01,deferoxamine,1711947,3131,Deferoxamine
G03AC08,etonogestrel,1519936,14584,Etonogestrel
D03BA02,collagenase,980311,58939,COLLAGENASE
M01AG02,tolfenamic acid,19042155,38377,tolfenamic acid
C09AA08,cilazapril,19050216,21102,Cilazapril
N05BB01,hydroxyzine,777221,5553,Hydroxyzine
M04AB01,probenecid,1151422,8698,Probenecid
D10AA03,dexamethasone,1518254,3264,Dexamethasone
R01AA04,phenylephrine,1135766,8163,Phenylephrine
C01CA01,etilefrine,19050419,4169,Etilefrine
A10AB01,insulin (human),1596977,253182,"Regular Insulin, Human"
G01AX06,furazolidone,1756822,4601,Furazolidone
V08AB07,ioversol,19069131,27792,ioversol
N06AA04,clomipramine,798834,2597,Clomipramine
R06AX18,acrivastine,1140123,19959,acrivastine
J01GA01,streptomycin,1836191,10109,Streptomycin
G03AD01,levonorgestrel,1589505,6373,Levonorgestrel
N03AA30,metharbital,19004254,6825,metharbital
D08AC02,chlorhexidine,1790812,2358,Chlorhexidine
L01CD04,cabazitaxel,40222431,996051,cabazitaxel
H02AB10,cortisone,1507705,2878,Cortisone
L01XE26,cabozantinib,43012292,1363268,cabozantinib
A16AB02,imiglucerase,1348407,84959,imiglucerase
B03AB03,sodium feredetate,19001131,105673,Sodium ironedetate
C03AA09,cyclothiazide,19082886,22033,cyclothiazide
V04CF01,tuberculin,19010871,10908,Tuberculin
C10AX08,policosanol,1508241,69440,policosanol
N04BD02,rasagiline,715710,134748,rasagiline
N07BC01,buprenorphine,1133201,1819,Buprenorphine
S01AA01,chloramphenicol,990069,2348,Chloramphenicol
N05AG03,penfluridol,19028044,7974,Penfluridol
R01BA01,phenylpropanolamine,1139993,8175,Phenylpropanolamine
A06AD02,magnesium oxide,993631,6582,Magnesium Oxide
M01AA03,oxyphenbutazone,19025925,7816,Oxyphenbutazone
D04AB04,benzocaine,917006,1399,Benzocaine
L01XC05,gemtuzumab,19098566,259315,gemtuzumab
S01EB03,ecothiopate,958368,89778,Echothiophate
J05AG01,nevirapine,1769389,53654,Nevirapine
B01AC18,triflusal,19042778,38655,triflusal
N01AX15,xenon,19011007,11363,Xenon
C05AA05,betamethasone,920458,1514,Betamethasone
C01DX16,nicorandil,19014977,31748,Nicorandil
D01AA08,griseofulvin,1763779,5021,Griseofulvin
S02AA02,nitrofural,920378,7455,Nitrofurazone
A03AD30,moxaverine,19113058,52918,moxaverine
J01DB02,cefaloridine,19052683,2233,Cephaloridine
J01CA18,hetacillin,19069006,26797,hetacillin
N07AA03,distigmine,19035856,3551,distigmine
A07AA01,neomycin,915981,7299,Neomycin
N02AX03,dezocine,19088393,22713,dezocine
N05AH04,quetiapine,766814,51272,quetiapine
N04BC07,apomorphine,837027,1043,Apomorphine
R05CA08,creosote,19008366,2915,Creosote
D06AX13,retapamulin,991003,642274,retapamulin
R06AX13,loratadine,1107830,28889,Loratadine
A10BX06,benfluorex,19035533,18880,benfluorex
B02BD30,thrombin,1300673,10528,Thrombin
R01AA14,epinephrine,1343916,3992,Epinephrine
N06AA12,doxepin,738156,3638,Doxepin
A10BB01,glibenclamide,1559684,4815,Glyburide
A07DA04,difenoxin,989567,23024,difenoxin
C03DA01,spironolactone,970250,9997,Spironolactone
V03AF07,rasburicase,1304565,283821,Rasburicase
N02AX06,tapentadol,19026459,787390,tapentadol
A07DA01,diphenoxylate,930916,3500,Diphenoxylate
R06AX17,ketotifen,986117,6146,Ketotifen
L04AA13,leflunomide,1101898,27169,leflunomide
N05BA18,ethyl loflazepate,19095467,24524,ethyl loflazepate
G01AA01,nystatin,922570,7597,Nystatin
N04AA11,bornaprine,19018661,19610,bornaprine
C03AA08,methyclothiazide,905273,6860,Methyclothiazide
C01EB10,adenosine,1309204,296,Adenosine
G03XC01,raloxifene,1513103,72143,Raloxifene
N07BA01,nicotine,718583,7407,Nicotine
N05CM18,dexmedetomidine,19061088,48937,Dexmedetomidine
L01XX09,miltefosine,44816310,1494066,miltefosine
C01AB01,proscillaridin,19135808,8795,Proscillaridin
N04BC01,bromocriptine,730548,1760,Bromocriptine
R01AA03,ephedrine,1143374,3966,Ephedrine
C02DB01,dihydralazine,19026448,3409,Dihydralazine
D06BA05,sulfanilamide,1036475,10184,Sulfanilamide
D10AD04,isotretinoin,984232,6064,Isotretinoin
A01AB22,doxycycline,1738521,3640,Doxycycline
J01XX01,fosfomycin,956653,4550,Fosfomycin
R02AB30,gramicidin,963742,5011,Gramicidin
M01AB04,zomepirac,19102108,39994,zomepirac
N06BA07,modafinil,710650,30125,modafinil
R06AC03,chloropyramine,19049437,20861,chloropyramine
L04AA21,efalizumab,936429,356988,efalizumab
N07AX01,pilocarpine,945286,8328,Pilocarpine
N07CA02,cinnarizine,19097481,2549,Cinnarizine
N04AA04,procyclidine,752276,8718,Procyclidine
A16AX04,nitisinone,1586640,61805,nitisinone
R01AB01,phenylephrine,1135766,8163,Phenylephrine
L01AA03,melphalan,1301267,6718,Melphalan
A10BX11,canagliflozin,43526465,1373458,canagliflozin
N03AX22,perampanel,42904177,1356552,perampanel
L01XC08,panitumumab,19100985,263034,panitumumab
R02AB03,fusafungine,19097405,25437,fusafungin
N01AH01,fentanyl,1154029,4337,Fentanyl
S02AA10,acetic acid,929549,168,Acetic Acid
S01BC10,nepafenac,909795,298665,nepafenac
A10BH01,sitagliptin,1580747,593411,sitagliptin
M02AA10,ketoprofen,1185922,6142,Ketoprofen
N05AC04,pipotiazine,19133992,8348,pipothiazine
A04AA01,ondansetron,1000560,26225,Ondansetron
S01BA10,alclometasone,905151,108088,Alclometasone
N03AD03,mesuximide,759401,47858,methsuximide
R07AX01,nitric oxide,19020068,7442,Nitric Oxide
C01AA06,lanatoside C,19003522,27929,lanatoside C
N02CC03,zolmitriptan,1116031,135775,zolmitriptan
V04CA01,tolbutamide,1502855,10635,Tolbutamide
L01DB02,daunorubicin,1311799,3109,Daunorubicin
N06BA04,methylphenidate,705944,6901,Methylphenidate
C01BA08,prajmaline,19135792,8622,Prajmaline
S01FA05,homatropine,1101703,27084,homatropine
G03BA01,fluoxymesterone,1555887,4494,Fluoxymesterone
N02CX05,dimetotiazine,19113015,50138,fonazine
J04AB04,rifabutin,1777417,55672,Rifabutin
N05CM16,niaprazine,19082402,31722,niaprazine
A10BX12,empagliflozin,45774751,1545653,empagliflozin
D07AC15,beclometasone,1115572,1347,Beclomethasone
A06AB06,senna glycosides,938268,36387,"sennosides, USP"
L01XX22,alitretinoin,941052,81864,alitretinoin
N01AB06,isoflurane,782043,6026,Isoflurane
S02AA05,clioquinol,980867,5942,Clioquinol
R05CB13,dornase alfa (desoxyribonuclease),1125443,337623,Dornase Alfa
D07AC01,betamethasone,920458,1514,Betamethasone
A03AC05,tiropramide,19100759,38315,tiropramide
M05BX01,ipriflavone,19067274,51487,ipriflavone
B01AD05,fibrinolysin,954696,4388,Plasmin
J01FA13,dirithromycin,1790024,23437,dirithromycin
H02AB08,triamcinolone,903963,10759,Triamcinolone
C09CA07,telmisartan,1317640,73494,telmisartan
G03GB02,clomifene,1598819,2596,Clomiphene
A06AB05,castor oil,950933,2129,Castor Oil
A12BA02,potassium citrate,976545,54993,potassium citrate
R01AC07,nedocromil,1114620,31563,Nedocromil
S01AD06,vidarabine,908126,11194,Vidarabine
G01AF04,miconazole,907879,6932,Miconazole
A14AA07,prasterone,1312007,3143,dehydroepiandrosterone
H02AB11,prednylidene,19011127,12473,prednylidene
C02AC06,rilmenidine,19115050,55679,rilmenidine
C09AA11,spirapril,19040051,36908,spirapril
A08AA04,dexfenfluramine,719057,3268,Dexfenfluramine
L01XE01,imatinib,1304107,282388,imatinib
A12AA30,calcium laevulate,19058971,47624,CALCIUM LEVULINATE
J04AK05,bedaquiline,43012518,1364504,bedaquiline
C08DA02,gallopamil,19057715,4648,Gallopamil
D01AC08,ketoconazole,985708,6135,Ketoconazole
S01FA03,methylscopolamine,1158632,89785,Methscopolamine
J01FA01,erythromycin,1746940,4053,Erythromycin
N05AB07,acetophenazine,19029555,16735,acetophenazine
B05CX01,glucose,1560524,4850,Glucose
V04CA02,glucose,1560524,4850,Glucose
S01AB04,sulfacetamide,1036252,10169,Sulfacetamide
L02AB01,megestrol,1300978,6703,Megestrol
S02AA08,tetracycline,1836948,10395,Tetracycline
B05AA05,dextran,1352890,42635,Dextran
S01GX02,levocabastine,907553,28627,levocabastine
C01CE02,milrinone,1368671,52769,Milrinone
M01AX05,glucosamine,1360332,4845,Glucosamine
C03CA02,bumetanide,932745,1808,Bumetanide
A02AB03,aluminium phosphate,19030675,17618,aluminum phosphate
N03AE01,clonazepam,798874,2598,Clonazepam
N05AL06,veralipride,19043327,39468,veralipride
V03AN05,medical air,19103572,411,Air
A12AA02,calcium glubionate,19097867,25806,calcium glubionate
B01AC06,acetylsalicylic acid,1112807,1191,Aspirin
J04BA02,dapsone,1711759,3108,Dapsone
D11AX21,brimonidine,915542,134615,brimonidine
D04AA15,bamipine,19034280,18753,bamipine
R06AX02,cyproheptadine,1110727,3013,Cyproheptadine
A03AA07,dicycloverine,924724,3361,Dicyclomine
A08AA08,clobenzorex,19050840,21244,clobenzorex
A05AX02,hymecromone,19077421,5556,Hymecromone
A06AG07,sorbitol,970011,9945,Sorbitol
V09DB05,technetium (99mTc) sulfur colloid,43526990,1423270,Technetium Tc 99m Sulfur Colloid
R01AA08,naphazoline,914533,7247,Naphazoline
D07AC07,fludroxycortide,956266,4500,Flurandrenolide
R01AD13,ciclesonide,902938,274964,ciclesonide
N03AG06,tiagabine,715458,31914,tiagabine
J01CF05,flucloxacillin,19054936,4448,Floxacillin
S01HA06,cinchocaine,923840,3339,Dibucaine
A11HA30,dexpanthenol,988294,22701,dexpanthenol
B01AC21,treprostinil,1327256,343048,Treprostinil
R01AC06,thonzylamine,43012162,1360721,thonzylamine
L04AX04,lenalidomide,19026972,342369,lenalidomide
L04AC03,anakinra,1114375,72435,anakinra
S01AA26,azithromycin,1734104,18631,Azithromycin
L01DB04,aclarubicin,19057483,239,Aclarubicin
A04AD12,aprepitant,936748,358255,aprepitant
A07AA05,polymyxin B,948582,8536,Polymyxin B
B05CA02,chlorhexidine,1790812,2358,Chlorhexidine
N02BA10,benorilate,19016435,1372,benorilate
A06AG04,glycerol,961145,4910,Glycerin
L01XE24,ponatinib,43013182,1364347,ponatinib
B05XA14,sodium glycerophosphate,45892326,1595589,Sodium glycerophosphate
J01DC01,cefoxitin,1775741,2189,Cefoxitin
N03AX07,phenacemide,19023286,33253,phenacemide
M09AB01,chymopapain,19096683,2525,Chymopapain
M03AC02,gallamine,19057690,4638,Gallamine
M01AG04,meclofenamic acid,19125097,6678,Meclofenamic Acid
L04AC04,rilonacept,19023450,763450,rilonacept
J02AC01,fluconazole,1754994,4450,Fluconazole
V09GA01,technetium (99mTc) sestamibi,44784981,1482913,Technetium Tc 99m Sestamibi
D08AX01,hydrogen peroxide,1776430,5499,Hydrogen Peroxide
A03AA01,oxyphencyclimine,19019094,32698,oxyphencyclimine
C03BA04,chlortalidone,1395058,2409,Chlorthalidone
A10BG02,rosiglitazone,1547504,84108,rosiglitazone
L01CD01,paclitaxel,1378382,56946,Paclitaxel
J01DC04,cefaclor,1768849,2176,Cefaclor
C01CE01,amrinone,19017805,738,Inamrinone
D09AA05,benzododecinium,42900317,1311593,dimethyldodecylbenzylammonium
L01AA06,ifosfamide,19078187,5657,Ifosfamide
G01AX12,ciclopirox,950098,21090,ciclopirox
D01AE14,ciclopirox,950098,21090,ciclopirox
G04BD11,fesoterodine,19027958,797195,fesoterodine
N05CF02,zolpidem,744740,39993,zolpidem
B01AF02,apixaban,43013024,1364430,apixaban
J05AH01,zanamivir,1708748,69722,Zanamivir
R01AD02,prednisolone,1550557,8638,prednisolone
A10BG03,pioglitazone,1525215,33738,pioglitazone
N03AB01,ethotoin,750146,4136,Ethotoin
D10AX01,aluminium chloride,957393,46241,aluminum chloride
D04AA34,chlorphenoxamine,19049707,20881,chlorphenoxamine
R05DA06,normethadone,19015787,32009,normethadone
M01AH03,valdecoxib,1103374,278567,valdecoxib
S01HA01,cocaine,1001419,2653,Cocaine
