dosf_lt,dosf_lt_corrected,dosf_lt_en,frequency,concept_id,concept_name,lev_score
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,45775492,powder for oral suspension,26
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,45775489,granules for oral solution,32
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,45775490,granules for oral suspension,33
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,19082105,intraperitoneal solution,33
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,19082106,intravenous solution,34
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,19016586,irrigation solution,34
"pulver til koncentrat til injektions- og infusionsvÃ¦ske, oplÃ¸sning","pulver til koncentrat til injektions- og infusionsvæske, opløsning",powder for concentrate for solution for infusion,15,19082110,mucous membrane topical solution,34
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19082254,beads,11
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19082196,otic suspension,11
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19001144,suspension,11
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19009068,toothpaste,11
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19082075,chewable bar,12
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19135843,liquid,12
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19082163,nasal gel,12
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19082165,nasal solution,12
vÃ¦vsklÃ¦ber,vævsklæber,tissue adhesive,15,19102295,paste,12
Ã¸jengel,øjengel,eye gel,15,19112544,gel,4
Ã¸jengel,øjengel,eye gel,15,19095916,oral gel,4
Ã¸jengel,øjengel,eye gel,15,19082627,enema,5
Ã¸jengel,øjengel,eye gel,15,19082163,nasal gel,5
Ã¸jengel,øjengel,eye gel,15,19095917,rectal gel,5
Ã¸jengel,øjengel,eye gel,15,19124967,cement,6
Ã¸jengel,øjengel,eye gel,15,19112648,douche,6
Ã¸jengel,øjengel,eye gel,15,19018708,elixir,6
Ã¸jengel,øjengel,eye gel,15,40228565,oil,6
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19095977,nasal suspension,7
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19082104,injectable suspension,8
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19082191,oral suspension,8
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19082196,otic suspension,8
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19082221,rectal suspension,8
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,46234410,topical suspension,8
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19095914,intramuscular suspension,10
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19095915,intravenous suspension,10
"inhalationsvÃ¦ske til nebulisator, suspension","inhalationsvæske til nebulisator, suspension",nebuliser suspension,14,19082167,ophthalmic suspension,10
pulver til mikstur,pulver til mikstur,powder for oral,14,19082281,powder spray,6
pulver til mikstur,pulver til mikstur,powder for oral,14,19135790,powder,9
pulver til mikstur,pulver til mikstur,powder for oral,14,45775491,powder for oral solution,9
pulver til mikstur,pulver til mikstur,powder for oral,14,19095971,oral foam,10
pulver til mikstur,pulver til mikstur,powder for oral,14,19082169,oral cream,11
pulver til mikstur,pulver til mikstur,powder for oral,14,19095911,oral spray,11
pulver til mikstur,pulver til mikstur,powder for oral,14,19082193,otic cream,11
pulver til mikstur,pulver til mikstur,powder for oral,14,19095972,topical foam,11
pulver til mikstur,pulver til mikstur,powder for oral,14,19082226,topical oil,11
uretralstift,uretralstift,uretralstift,14,19095974,urethral gel,6
uretralstift,uretralstift,uretralstift,14,19126316,oral strip,8
uretralstift,uretralstift,uretralstift,14,19082574,rectal foam,8
uretralstift,uretralstift,uretralstift,14,19095917,rectal gel,8
uretralstift,uretralstift,uretralstift,14,19082199,rectal spray,8
uretralstift,uretralstift,uretralstift,14,19082254,beads,9
uretralstift,uretralstift,uretralstift,14,19110977,cream,9
uretralstift,uretralstift,uretralstift,14,19018195,inhalant,9
uretralstift,uretralstift,uretralstift,14,19111276,solution,9
bolus,bolus,bolus,13,19082254,beads,3
bolus,bolus,bolus,13,19111155,solid,3
bolus,bolus,bolus,13,19082653,bar,4
bolus,bolus,bolus,13,19082102,foam,4
bolus,bolus,bolus,13,40228366,gas,4
bolus,bolus,bolus,13,19112544,gel,4
bolus,bolus,bolus,13,40228565,oil,4
bolus,bolus,bolus,13,19082223,syrup,4
bolus,bolus,bolus,13,19082701,patch,5
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19126919,nasal inhaler,18
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19082259,inhalant powder,19
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19082286,topical powder,19
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19082230,vaginal powder,19
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19127579,dry powder inhaler,20
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19082258,gas for inhalation,20
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19082107,liquid cleanser,20
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19095976,oral powder,20
infusionsvÃ¦ske i viaflexbeholder,infusionsvæske i viaflexbeholder,infusion in viaflexbeholder,13,19010962,vaginal tablet,20
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19126918,metered dose inhaler,28
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19082048,12 hour extended release tablet,29
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19082050,24 hour extended release tablet,29
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19103220,12 hour extended release capsule,30
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19082256,24 hour extended release capsule,30
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19001949,delayed release oral tablet,30
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19082076,disintegrating oral tablet,30
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19016586,irrigation solution,30
"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning, enkeltdosisbeholder","inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","nebuliser solution, single-dose container",13,19082165,nasal solution,30
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19095915,intravenous suspension,8
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19095977,nasal suspension,8
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19082191,oral suspension,8
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19082221,rectal suspension,8
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19082196,otic suspension,9
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,46234410,topical suspension,9
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19082260,intrathecal suspension,10
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19082167,ophthalmic suspension,10
"Ã¸redrÃ¥ber, suspension","øredråber, suspension",ear drops suspension,13,19001144,suspension,10
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19082103,injectable solution,7
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19082106,intravenous solution,9
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19016586,irrigation solution,9
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19082283,rectal solution,9
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19095898,inhalant solution,10
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19082105,intraperitoneal solution,10
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,45775491,powder for oral solution,10
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19082228,topical solution,10
injektionsvÃ¦ske olieoplÃ¸sning,injektionsvæske olieopløsning,injection oil solution,12,19082165,nasal solution,11
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082227,topical ointment,20
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082073,biweekly transdermal patch,21
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082108,medicated bar soap,21
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082109,medicated liquid soap,21
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19008697,medicated shampoo,21
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082252,weekly transdermal patch,21
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082651,oral granules,22
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082194,otic ointment,22
periodevis intraruminalt indlÃ¦g,periodevis intraruminalt indlæg,periodically intraruminal posts,12,19082225,topical lotion,22
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082221,rectal suspension,23
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082200,rectal suppository,26
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19126918,metered dose inhaler,27
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19095977,nasal suspension,27
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082191,oral suspension,27
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082282,rectal ointment,27
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082104,injectable suspension,28
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082196,otic suspension,28
"rektalvÃ¦ske, suspension, enkeltdosisbeholder","rektalvæske, suspension, enkeltdosisbeholder","rectal suspension, single-dose container",12,19082283,rectal solution,28
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,45775489,granules for oral solution,19
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,45775490,granules for oral suspension,19
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19082258,gas for inhalation,23
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19126918,metered dose inhaler,23
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19127579,dry powder inhaler,24
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19082253,oral lozenge,25
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19129139,prefilled applicator,25
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19126920,prefilled syringe,25
granulat til anvendelse i drikkevand,granulat til anvendelse i drikkevand,granules for use in drinking water,11,19082229,transdermal patch,25
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19082103,injectable solution,27
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19082104,injectable suspension,28
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19016586,irrigation solution,29
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19126918,metered dose inhaler,29
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19095898,inhalant solution,30
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,44784844,injectable foam,30
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19082106,intravenous solution,30
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19095915,intravenous suspension,30
"injektions-/infusionsvÃ¦ske, oplÃ¸sning, flerdosisbeholder","injektions-/infusionsvæske, opløsning, flerdosisbeholder","injection / infusion, multidose container",11,19082283,rectal solution,30
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19082653,bar,3
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,40228366,gas,3
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19112544,gel,3
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,40228565,oil,3
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19082630,disk,4
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19082102,foam,4
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19127776,pack,4
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19082254,beads,5
intrauterint indlÃ¦g,intrauterint indlæg,IUS,11,19082701,patch,5
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,19082105,intraperitoneal solution,16
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,19082106,intravenous solution,16
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,45775488,powder for nasal solution,16
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,45775491,powder for oral solution,16
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,45775489,granules for oral solution,18
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,19095913,intramuscular solution,18
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,19082110,mucous membrane topical solution,19
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,19082103,injectable solution,20
koncentrat til kutanoplÃ¸sning,koncentrat til kutanopløsning,concentrate for cutaneous solution,11,19059413,ophthalmic irrigation solution,20
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19082108,medicated bar soap,11
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19130307,medicated pad,11
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19082225,topical lotion,11
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19008697,medicated shampoo,12
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19130329,medicated tape,12
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19082198,rectal powder,12
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19082226,topical oil,12
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19082228,topical solution,12
medicinsk neglelak,medicinsk neglelak,medical nail polish,11,19082230,vaginal powder,12
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,45775492,powder for oral suspension,47
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,45775488,powder for nasal solution,49
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,45775491,powder for oral solution,50
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,19126920,prefilled syringe,50
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,19082080,extended release suspension,51
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,45775489,granules for oral solution,51
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,45775490,granules for oral suspension,51
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,19095915,intravenous suspension,51
"pulver og solvens til injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte","pulver og solvens til injektionsvæske, suspension, fyldt injektionssprøjte","powder and solvent for suspension for injection, pre-filled syringe",11,19095914,intramuscular suspension,52
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,45775491,powder for oral solution,9
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,19082258,gas for inhalation,10
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,46234467,pen injector,10
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,45775488,powder for nasal solution,10
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,46234469,injection,11
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,46275062,jet injector,11
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,45775492,powder for oral suspension,11
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,46234466,auto-injector,12
pulver til injektionsvÃ¦ske,pulver til injektionsvæske,powder for injection,11,19082281,powder spray,12
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,45775492,powder for oral suspension,23
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,45775491,powder for oral solution,28
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,45775490,granules for oral suspension,30
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,45775488,powder for nasal solution,31
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,19082048,12 hour extended release tablet,34
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,19082050,24 hour extended release tablet,34
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,19082191,oral suspension,34
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,19103220,12 hour extended release capsule,35
"pulver til oral suspension, enkeltdosisbeholder","pulver til oral suspension, enkeltdosisbeholder","powder for oral suspension, single-dose container",11,19082260,intrathecal suspension,35
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19082281,powder spray,9
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19127579,dry powder inhaler,11
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19135790,powder,11
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19082168,oral capsule,12
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19082170,oral solution,12
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19082195,otic solution,12
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,46234467,pen injector,12
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,19082228,topical solution,12
"pulver, uoplÃ¸seligt","pulver, uopløseligt","powder, insoluble",11,45775491,powder for oral solution,13
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19010880,vaginal gel,6
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19082230,vaginal powder,6
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19010878,vaginal cream,7
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19082287,vaginal ointment,7
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,40167393,vaginal ring,7
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19112649,vaginal spray,7
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19010962,vaginal tablet,7
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19010879,vaginal foam,8
vaginalindlÃ¦g,vaginalindlæg,vaginal delivery,11,19093368,vaginal suppository,8
bukkaltabletter,bukkaltabletter,buccal tablets,10,40175589,buccal tablet,1
bukkaltabletter,bukkaltabletter,buccal tablets,10,19082573,oral tablet,5
bukkaltabletter,bukkaltabletter,buccal tablets,10,40164192,buccal film,6
bukkaltabletter,bukkaltabletter,buccal tablets,10,19010962,vaginal tablet,6
bukkaltabletter,bukkaltabletter,buccal tablets,10,19135866,chewable tablet,7
bukkaltabletter,bukkaltabletter,buccal tablets,10,19082652,oral pellet,8
bukkaltabletter,bukkaltabletter,buccal tablets,10,19082285,sublingual tablet,8
bukkaltabletter,bukkaltabletter,buccal tablets,10,19001943,tablet,8
bukkaltabletter,bukkaltabletter,buccal tablets,10,19082197,rectal cream,9
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19095913,intramuscular solution,11
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19095914,intramuscular suspension,12
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19082260,intrathecal suspension,12
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19082106,intravenous solution,12
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19095898,inhalant solution,13
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19095915,intravenous suspension,13
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19095977,nasal suspension,13
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19082103,injectable solution,14
intramammÃ¦r emulsion,intramammær emulsion,intramammary emulsion,10,19082165,nasal solution,14
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19095914,intramuscular suspension,12
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19095915,intravenous suspension,12
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19082080,extended release suspension,13
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,45775490,granules for oral suspension,13
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19095977,nasal suspension,13
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19082191,oral suspension,13
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,46234410,topical suspension,13
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19082260,intrathecal suspension,14
"kutanspray, suspension","kutanspray, suspension","cutaneous spray, suspension",10,19082221,rectal suspension,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,19082108,medicated bar soap,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,19008697,medicated shampoo,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,19130329,medicated tape,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,19082224,topical cream,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,19082228,topical solution,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,46234410,topical suspension,14
"medicinsk gas, kryogen","medicinsk gas, kryogen","medical gas, cryogenic",10,19082283,rectal solution,15
